Territorial,Tipo Estudio,Expediente,Estado,Naturaleza,Clase de empresa,Municipio,Nombre proyecto,Resolución,Descriptor,Fecha resolución
Citará,Recursos naturales,CI2-2010-10,Archivado,,,Jardín,PROYECTO HIDROELÉCTRICO EL JARDIN,130CI-1104-7262,Por la cual se inadmite una solicitud,04/11/2011 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2012-8,Archivado,Jurídica,Privada,Bello,"INVENTARIO PRELIMINAR DE ESPECIES FLORISTICAS PRESENTES EN EL ÁREA,DE ESTUDIOS POLIDUCTO SISTEMA DE TRANSPORTED SEBASTOPOL MEDELLIN CARTAGO",160-1409-20029,Por la cual se adopta una decisión,09/30/2014 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 3016 - Biodiversidad para estudios ambientales,CAD2-2014-24,Archivado,Jurídica,Privada,Santa Rosa De Osos,CARACTERIZACIÓN BIÓTICA DEL ÁREA DE INFLUENCIA DEL PROYECTO HIDROELÉCTRICO ZEUS,160-1501-20569,Por la cual se otorga un permiso de estudio de investigación cientifica en diversidad biologica,01/08/2015 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 3016 - Biodiversidad para estudios ambientales,CAD2-2014-24,Archivado,Jurídica,Privada,Santa Rosa De Osos,CARACTERIZACIÓN BIÓTICA DEL ÁREA DE INFLUENCIA DEL PROYECTO HIDROELÉCTRICO ZEUS,160-1501-20569,Por la cual se otorga un permiso de estudio de investigación cientifica en diversidad biologica,01/08/2015 12:00:00 AM
Citará,Recursos naturales,CI2-2009-1,Activo,Jurídica,Pública,Jardín,ESTUDIO SOBRE MOSQUITOS VECTORES ASOCIADOS A GUADUA,040-1302-17890,Por la cual se adopta una decisión,02/06/2013 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2006-1,Archivado,Jurídica,Pública,Maceo,INVENTARIO DE LA HERPETOFAUNA DE LA RESERVA NATURAL DEL CAÑON DEL RÍO ALICANTE,130ZF-1301-5703,Por la cual se archiva un expediente,01/15/2013 12:00:00 AM
Cartama,Recursos naturales,CA2-2008-2,Archivado,,,Támesis,DESARROLLO HIDROELÉCTRICO PUENTETIERRA,130CA-5574,Por la cual se resuelve un recurso de reposición,05/07/2009 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2019-16,Activo,Jurídica,Privada,Campamento,PH La Esperanza,160TH-RES2402-564,Por la cual se archiva un expediente,02/15/2024 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2015-31,Archivado,Jurídica,Privada,Maceo,METODOLOGÍAS PARA LA RECOLECCION DE ESPECIMENES Y MUESTRAS DE LA BIODIVERSIDAD,160-RES1711-6554,Por la cual se otorga un plazo adicional,11/23/2017 12:00:00 AM
Citará,Recursos naturales,CI2-2014-3,Archivado,Jurídica,Privada,Ciudad Bolívar,PCH BRASILIA,130CI-1402-10475,Por la cual se adopta una decisión,02/28/2014 12:00:00 AM
Citará,Recursos naturales,CI2-2019-24,Archivado,Natural,-No aplica-,Ciudad Bolívar,PERMISO DE ESTUDIO DEL RECURSO HÍDRICO,160CI-RES1910-5297,Por la cual se inadmite una solicitud,10/02/2019 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2011-16,Archivado,Jurídica,Pública,Medellín,ABUNDANCIA ESTACIONAL DE MOSCAS DE IMPORTANCIA FORENCE EN EL ÁREA METROPOLITANA DEL VALLE DE ABURRÁ,040-1112-16455,Por la cual se otorga un permiso de estudio de investigación cientifica en diversidad biologica,12/14/2011 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 3016 - Biodiversidad para estudios ambientales,SR2-2022-17,Activo,Jurídica,Privada,Sabaneta,PRESTACION DE SERVICIOS PARA FORTALECER LA CIENCIA,160-RES2211-6839,Por la cual se declara el desistimiento tácito,11/18/2022 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 3016 - Biodiversidad para estudios ambientales,SR2-2022-6,Activo,Jurídica,Privada,Belmira,permiso de estudio en el Vereda Playitas del municipio de Belmira,160-RES2204-2264,Por la cual se otorga un permiso de estudio de investigación cientifica en diversidad biologica,04/27/2022 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Recursos naturales,AS2-2009-1,Archivado,Natural,-No aplica-,Caldas,PATRONES DE ANIDACIÓN COOPERATIVA DEL CACIQUE CANDELA,040-15342,Por la cual se otorga un permiso,03/15/2011 12:00:00 AM
Aburrá Sur,Recursos naturales,AS2-2019-27,Archivado,Jurídica,Privada,Angelópolis,Solicitud de permiso de estudio del recurso hídrico con el fin de evaluar la viabilidad de generación hidroeléctrica,160AS-RES2007-4083,Por la cual se rechaza un recurso de reposición,07/17/2020 12:00:00 AM
Citará,Recursos naturales,CI2-2014-6,Archivado,Natural,-No aplica-,Andes,CENTRAL HIDROELECTRICA EL CHUMBIMBO,160CI-1604-12817,Por la cual se archiva un expediente,04/11/2016 12:00:00 AM
Aburrá Sur,Recursos naturales,AS2-2021-9,Archivado,Jurídica,Privada,Angelópolis,EVALUAR POTENCIAL HIDROELÉCTRICO EN UN TRAMO DEL CAUCE DE LA QUEBRADA LA HORCONA,160AS-RES2106-3844,Por la cual se otorga un permiso para el estudio de recursos naturales,06/30/2021 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2013-8,Archivado,Jurídica,Pública,Belmira,Regenerómica uso de transcriptómica en mecanismos moleculares implicados en la regeneración de extremidades en dos especies de salamandras colombianas,040-1310-18788,Por la cual se otorga un permiso,10/25/2013 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 3016 - Biodiversidad para estudios ambientales,SR2-2022-21,Activo,Jurídica,Privada,San Pedro De Los Milagros,MEJORAMIENTO ADECUACIÓN,160-RES2309-4474,Por la cual se otorga un permiso de estudio de investigación cientifica en diversidad biologica,09/08/2023 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2014-9,Archivado,Natural,-No aplica-,Remedios,pequeña central hidroélectrica Rio El pescado,160ZF-RES1802-590,Por la cual se niega una prorroga,02/09/2018 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2014-9,Archivado,Natural,-No aplica-,Remedios,pequeña central hidroélectrica Rio El pescado,160ZF-RES1802-590,Por la cual se niega una prorroga,02/09/2018 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,SR2-2018-9,Archivado,Jurídica,Privada,Belmira,INVESTIGACION CIENTIFICA,,,
Tahamíes,Recursos naturales,TH2-2011-11,Archivado,Jurídica,Privada,Anorí,PROYECTO HIDROELÉCTRICO SANTA ROSITA,130TH-1201-8736,Por la cual se adopta una decisión,01/18/2012 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2010-2,Archivado,Jurídica,Pública,Jardín,BIOLOGÍA DE LA POLINIZACIÓN EN BOSQUES MONTANOS ANDINOS: UN ENFOQUE A NIVEL DE COMUNIDAD,040-15632,Por la cual se otorga un permiso de estudio de investigación cientifica en diversidad biologica,06/16/2011 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2016-3,Archivado,Natural,-No aplica-,Remedios,PEQUEÑA CENTRAL HIDROELÉCTRICA PUNÁ,160ZF-1612-8397,Por la cual se resuelve un recurso de reposición,12/14/2016 12:00:00 AM
Panzenú,Recursos naturales,PZ2-2018-4,Archivado,Jurídica,Privada,El Bagre,PCH,160PZ-RES1809-5163,Por la cual se niega un permiso para el estudio de recursos naturales,09/21/2018 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2008-8,Archivado,Jurídica,Privada,Amalfi,DESARROLLO HIDROELÉCTRICO VERSALLES,130ZF-4046,Por la cual se otorga un permiso de estudio,07/26/2010 12:00:00 AM
Panzenú,Recursos naturales,PZ2-2009-10,Archivado,Jurídica,Privada,Valdivia,"Permiso de Estudio para el Desarrollo Hidroeléctrico Vizcaya, Quebrada Valdivia, Veredas el Pital, Colmenas, Colombia, Vizcaya, Santa Inés y la Hábana, cotas 275 a 150 msnm.",130PZ-1106-1943,Por la cual se niega un permiso,06/15/2011 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2011-12,Archivado,Jurídica,Privada,Ituango,PROYECTO HIDROELÉCTRICO EL ROBLE,130TH-1201-8737,Por la cual se adopta una decisión,01/18/2012 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2016-4,Archivado,Natural,-No aplica-,Amalfi,PEQUEÑA CENTRAL HIDROELÉCTRICA COLORGEN,160ZF-1610-8276,Por la cual se otorga un permiso para el estudio de recursos naturales,10/27/2016 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2016-1,Activo,Jurídica,Privada,Yalí,PERMISO DE ESTUDIO QUEBRADA GUARQUINA,160ZF-RES1911-6466,Por la cual se prorroga un permiso,11/12/2019 12:00:00 AM
Hevéxicos,Recursos naturales,HX2-2008-3,Archivado,,,Liborina,PERMISO DE PARA ESTUDIO RECURSO HÍDRICO - QUEBRADA JUAN GARCÍA,130HX-4600,Por la cual se adopta una decisión,02/26/2010 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2015-21,Archivado,Jurídica,Pública,Valparaíso,PROYECTO HIDROELÉCTRICO CONDE,160-1510-21434,Por la cual se otorga un permiso de estudio de investigación cientifica en diversidad biologica,10/20/2015 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2015-21,Archivado,Jurídica,Pública,Valparaíso,PROYECTO HIDROELÉCTRICO CONDE,160-1510-21434,Por la cual se otorga un permiso de estudio de investigación cientifica en diversidad biologica,10/20/2015 12:00:00 AM
Aburrá Sur,Recursos naturales,AS2-2008-2,Archivado,Natural,-No aplica-,Armenia,Desarrollo hidroelectrico la loma,130AS-5135,Por la cual se otorga un permiso de estudio,07/21/2009 12:00:00 AM
Hevéxicos,Recursos naturales,HX2-2012-8,Archivado,Natural,-No aplica-,Sabanalarga,PROYECTO PEQUEÑA CENTRAL HIDROELECTRICA (PCH) LA PALMA,130HX-1210-6044,Por la cual se resuelve un recurso de reposición,10/23/2012 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2012-7,Activo,Jurídica,Privada,Cisneros,MICRO CENTRAL DE ENERGIA CANTAYUS,040-1301-17872,Por la cual se otorga un permiso de estudio de investigación cientifica en diversidad biologica,01/28/2013 12:00:00 AM
Citará,Recursos naturales,CI2-2009-6,Archivado,,,Hispania,,,,
Panzenú,Recursos naturales,PZ2-2016-1,Archivado,Jurídica,Privada,Tarazá,ESTUDIAR EL POTENCIAL HIDROENERGETICO DEL RECURSO AGUA DEL RÍO TARAZÁ,160PZ-RES1701-337,Por la cual se adopta una decisión,01/23/2017 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 3016 - Biodiversidad para estudios ambientales,SR2-2018-16,Archivado,Natural,-No aplica-,Yarumal,PCH LOS ROSARIO,160-RES2212-8361,Por la cual se archiva un expediente,12/29/2022 12:00:00 AM
Panzenú,Recursos naturales,PZ2-2009-1,Archivado,,,Valdivia,Permiso de Estudio Comfluencia Quebrada Valdivia,130PZ-1863,Por la cual se adopta una decisión,10/28/2010 12:00:00 AM
Hevéxicos,Recursos naturales,HX2-2009-2,Archivado,Jurídica,Privada,Anzá,CONSTRUCCION DE CENTRAL HIDROELECTRICA QUEBRADA QUIONA,130HX-1306-6590,Por la cual se archiva un expediente,06/28/2013 12:00:00 AM
Panzenú,Recursos naturales,PZ2-2014-1,Archivado,Jurídica,Privada,Zaragoza,PERMISO DE ESTUDIO QUEBRADA SAN JUAN,160PZ-1507-3314,Por la cual se adopta una decisión,07/30/2015 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2012-12,Archivado,Jurídica,Privada,Andes,"CARACTERIZACÓN DE LA FLORA, LA FAUNA E HIDROBIOLÓGICOS EN LA CUENCA DEL RÍO SAN JUAN PARA EVALUACIÓN DE IMPACTO AMBIENTAL DE LA MICRO CENTRAL DE ENERGÍA CASIANA",160-RES1706-2920,Por la cual se acepta un desistimiento tácito,06/12/2017 12:00:00 AM
Aburrá Sur,Recursos naturales,HX2-2017-7,Archivado,Jurídica,Pública,Santa Fé De Antioquia,DESARROLLO HIDROELÉCTRICO DEL RÍO CAUCA,160AS-RES1707-3902,Por la cual se otorga un permiso para el estudio de recursos naturales,07/31/2017 12:00:00 AM
Hevéxicos,Recursos naturales,HX2-2011-1,Archivado,Jurídica,Privada,Liborina,PERMISO DE ESTUDIO DE RECURSOS NATURALES,160HX-RES1808-4549,Por la cual se resuelve un recurso de reposición,08/17/2018 12:00:00 AM
Tahamíes,Recursos naturales,CAD2-2014-34,Archivado,Jurídica,Privada,Carolina Del Príncipe,PCH MINA VIEJA,160-RES2204-2273,Por la cual se adopta una decisión,04/28/2022 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2012-1,Activo,Jurídica,Privada,Titiribí,ESTUDIO DE IMPACTO AMBIENTAL CARBOELECTRICA DE SINIFANA,160-RES2204-2252,Por la cual se adopta una decisión,04/27/2022 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2015-10,Archivado,Jurídica,Privada,Amalfi,METODOLOGIAS PARA LA RECOLECCION DE ESPECIMENES Y MUESTRAS DE LA BIODIVERSIDAD,160-1512-21723,General,12/31/2015 12:00:00 AM
Hevéxicos,Recursos naturales,HX2-2018-30,Archivado,Natural,-No aplica-,Caicedo,PCH LA NOQUE 1,160HX-RES1809-5394,Por la cual se niega un permiso para el estudio de recursos naturales,09/28/2018 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2009-6,Archivado,Natural,-No aplica-,Remedios,ESTUDIO EN DIVERSIDAD BIOLÓGICA,130ZF-1201-4963,Por la cual se adopta una decisión,01/30/2012 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 3016 - Biodiversidad para estudios ambientales,SR2-2020-27,Archivado,Jurídica,Privada,Salgar,el permiso de recolección con fines de elaboración de estudios ambientales,160-RES2210-5916,Por la cual se archiva un expediente,10/11/2022 12:00:00 AM
Cartama,Recursos naturales,CA2-2010-8,Archivado,Jurídica,Privada,Fredonia,PROYECTO HIDROELÉCTRICO COMBIA (QUEBRADA SIN NOMBRE),130CA-1203-7253,"Por la cual se modifica un permiso, concesión o autorización",03/24/2012 12:00:00 AM
Cartama,Recursos naturales,CA2-2008-3,Archivado,,,Venecia,DESARROLLO HIDROELÉCTRICO EL GUAMO,130CA-5284,Por la cual se adopta una decisión,11/27/2008 12:00:00 AM
Hevéxicos,Recursos naturales,HX2-2011-2,Archivado,Jurídica,Privada,San Jerónimo,permiso de estudio,160HX-1505-7778,Por la cual se archiva un expediente,05/19/2015 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 3016 - Biodiversidad para estudios ambientales,SR2-2016-34,Archivado,Jurídica,Privada,Entrerríos,PROVECHAMIENTO HIDROELECTRICO DEL RIO GRANDE,160-RES2302-599,Por la cual se archiva un expediente,02/21/2023 12:00:00 AM
Hevéxicos,Recursos naturales,HX2-2011-2,Archivado,Jurídica,Privada,San Jerónimo,permiso de estudio,130HX-1311-6879,Por la cual se prorroga un permiso,11/12/2013 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2012-10,Archivado,Jurídica,Privada,Tarazá,CARACTERIZACIÓN BIOLÓGICA PARA EL ESTUDIO PARA EL ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO HIDROELÉCTRICO RAYO,160-1601-21813,Por la cual se archiva un expediente,01/28/2016 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2020-9,Archivado,Jurídica,Privada,Santa Rosa De Osos,PROYECTO GENERACIÓN HIDROELÉCTRICA CUENCA RIOCHICO,160TH-RES2009-5515,Por la cual se acepta un desistimiento,09/28/2020 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2014-21,Activo,Natural,-No aplica-,Betulia,LINEA BASA PARA EL ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO DEL APROVECHAMIENTO HIDROELÉCTRICO DE SAN MATEO EN EL RIO O QUEBRADA SAN MATEO,160-RES2204-2263,Por la cual se adopta una decisión,04/27/2022 12:00:00 AM
Hevéxicos,Recursos naturales,HX2-2012-8,Archivado,Natural,-No aplica-,Sabanalarga,PROYECTO PEQUEÑA CENTRAL HIDROELECTRICA (PCH) LA PALMA,130HX-1209-5991,Por la cual se termina anticipadamente un trámite o permiso,09/19/2012 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2016-5,Archivado,Natural,-No aplica-,Amalfi,PEQUEÑA CENTRAL HIDROELÉCTRICA GUASIMÓN,160ZF-RES1812-7387,Por la cual se archiva un expediente,12/27/2018 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 3016 - Biodiversidad para estudios ambientales,SR2-2016-38,Archivado,Jurídica,Privada,Itaguí,SUSTRACCION DE AREA,,,
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 3016 - Biodiversidad para estudios ambientales,SR2-2021-4,Activo,Jurídica,Privada,Andes,Solicitud de Permiso de Estudio para la Recolección de Especímenes de Especies Silvestres de la Diversidad Biológica con fines de Elaboración de Estudios Ambientales para el proyecto CH El Limón,160-RES2309-4412,Por la cual se archiva un expediente,09/06/2023 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2018-37,Archivado,Natural,-No aplica-,Caracolí,PCH RIO NUS,160ZF-RES1812-6959,Por la cual se niega un permiso para el estudio de recursos naturales,12/12/2018 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2015-4,Activo,Jurídica,Pública,Briceño,SOLICITUD DE PERMISO DE ESTUDIO DEL RECURSO HIDRICO RIO ESPIRITU SANTO,160TH-1608-12829,Por la cual se otorga un permiso para el estudio de recursos naturales,08/29/2016 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2009-1,Archivado,Jurídica,Pública,Briceño,MICROCENTRAL HIDROENERGÉTICA RIO ESPÍRITUSANTO,130TH-7537,Por la cual se adopta una decisión,02/22/2010 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2009-1,Archivado,Jurídica,Pública,Briceño,MICROCENTRAL HIDROENERGÉTICA RIO ESPÍRITUSANTO,130TH-7537,Por la cual se adopta una decisión,02/22/2010 12:00:00 AM
Panzenú,Recursos naturales,TH2-2008-3,Archivado,,,Yarumal,Generaciòn de Energìa Elèctrica a partir del Caudal de la Quebrada el Oro,130PZ-1804,Por la cual se adopta una decisión,06/17/2010 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2014-8,Archivado,Jurídica,Pública,Carolina Del Príncipe,GENERACION DE ENERGIA ELECTRICA QUEBRADA GUANACAS,160TH-RES1704-2057,Por la cual se termina anticipadamente un trámite o permiso,04/26/2017 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2014-10,Archivado,Jurídica,Privada,Ituango,CARACTERIZACIÓN BIÓTICA DEL ÁREA DE INFLUENCIA DIRECTA DEL PROYECTO HIDROELÉCTRICO IFS,160-1410-20152,Por la cual se otorga un permiso de estudio de investigación cientifica en diversidad biologica,10/22/2014 12:00:00 AM
Aburrá Norte,Recursos naturales,AN2-2009-2,Archivado,Natural,-No aplica-,Bello,Divergencia de la morfologia y del uso del recurso entre poblaciones...,160AN-RES2208-4870,Por la cual se declara el desistimiento tácito,08/22/2022 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,SR2-2021-19,Activo,Jurídica,Privada,Zaragoza,PERMISO DE RECOLECCION CON FINES DE ELABORACION DE ESTUDIOS AMBIENTALES,160-RES2202-672,Por la cual se otorga un permiso,02/09/2022 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2014-12,Archivado,Jurídica,Privada,Guadalupe,PROYECTO HIDROELCTRICO PCH RIO GUADALUPE,160TH-1503-11595,Por la cual se inadmite una solicitud,03/19/2015 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2014-30,Archivado,Jurídica,Pública,Campamento,METODOLOGÍAS PARA LA RECOLECCIÓN DE ESPECÍMENES  Y MUESTRAS DE LA BIODIVERSIDAD,160-1501-20561,Por la cual se otorga un permiso de estudio de investigación cientifica en diversidad biologica,01/06/2015 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2019-7,Archivado,Jurídica,Privada,Campamento,Permiso de estudio del recurso hídrico en el Río Nechí para PH La Esperanza,160TH-RES1905-2306,Por la cual se adopta una decisión,05/08/2019 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2014-10,Archivado,Jurídica,Privada,Vegachí,Pequeña  Central Hidroeléctrica PCH Gualanday,160ZF-1612-8420,Por la cual se archiva un expediente,12/21/2016 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2015-3,Activo,Natural,-No aplica-,Yalí,PEQUEÑA CENTRAL HIDROELÉCTRICA EL VOLCÁN,160ZF-RES2312-7046,Por la cual se archiva un expediente,12/27/2023 12:00:00 AM
Aburrá Sur,Recursos naturales,AS2-2016-1,Archivado,Natural,-No aplica-,Armenia,PCH,160AS-1608-10070,Por la cual se otorga un permiso para el estudio de recursos naturales,08/18/2016 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2013-4,Archivado,Jurídica,Privada,San Andrés De Cuerquia,PERMISO DE ESTUDIO DE RECURSO HÍDRICO PARA APROVECHAMIENTO HIDROLÉCTRICO,130TH-1412-11523,Por la cual se resuelve un recurso de reposición,12/31/2014 12:00:00 AM
Aburrá Sur,Recursos naturales,AS2-2008-1,Archivado,,,Titiribí,Estudio de prefactibilidad y factibilidad para generacion de energia electrica a partir del caudal del rio Amaga,130AS-5811,Por la cual se adopta una decisión,12/30/2010 12:00:00 AM
Cartama,Recursos naturales,CA2-2013-1,Archivado,Jurídica,Privada,Santa Bárbara,PROYECTO PEQUEÑA CENTRAL HIDROELÉCTRICA LA LOMA,160CA-RES1812-6751,Por la cual se archiva un expediente,12/03/2018 12:00:00 AM
Cartama,Recursos naturales,CA2-2013-1,Archivado,Jurídica,Privada,Santa Bárbara,PROYECTO PEQUEÑA CENTRAL HIDROELÉCTRICA LA LOMA,160CA-RES1812-6751,Por la cual se archiva un expediente,12/03/2018 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2015-15,Archivado,Jurídica,Privada,Amagá,METODOLOGÍAS PARA LA RECOLECCIÓN DE ESPECÍMENES Y MUESTRAS DE LA BIODIVERSIDAD,160-1511-21574,Por la cual se otorga un permiso,11/30/2015 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2010-7,Archivado,Jurídica,Privada,Yolombó,PERMISO DE ESTUDIO PARA GENERACIÓN DE ENERGIA,130ZF-1104-4403,Por la cual se otorga un permiso para el estudio de recursos naturales,04/14/2011 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2022-10,Activo,Natural,-No aplica-,Entrerríos,PERMISO PARA ESTUDIO DEL RECURSO HÍDRICO DEL RÍO GRANDE,040-RES2206-3578,Por la cual se otorga un permiso para el estudio de recursos naturales,06/21/2022 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2011-25,Archivado,Jurídica,Privada,Segovia,INFORMACION ESPECFICA DE LA INVESTIGACIÓN CIENTIFICA EN DIVERSIDAD BIOLÓGICA,160-1606-22310,Por la cual se otorga un plazo adicional,06/07/2016 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2017-70,Activo,Jurídica,Privada,Amalfi,PEQUEÑA CENTRAL HIDROELÉCTRICA ONCA SOBRE EL RÍO POCORÓ,160ZF-RES2308-3890,Por la cual se archiva un expediente,08/08/2023 12:00:00 AM
Cartama,Recursos naturales,CA2-2010-8,Archivado,Jurídica,Privada,Fredonia,PROYECTO HIDROELÉCTRICO COMBIA (QUEBRADA SIN NOMBRE),130CA-1306-7911,Por la cual se archiva un expediente,06/14/2013 12:00:00 AM
Citará,Recursos naturales,CI2-2015-1,Archivado,Jurídica,Privada,Hispania,gas natural fenosa,160CI-1607-13053,Por la cual se inadmite una solicitud,07/13/2016 12:00:00 AM
Hevéxicos,Recursos naturales,HX2-2012-2,Archivado,Jurídica,Privada,Santa Fé De Antioquia,PERMISO DE ESTUDIO PARA PROYECTO HIDROELECTRICO,,,
Hevéxicos,Recursos naturales,HX2-2012-2,Archivado,Jurídica,Privada,Santa Fé De Antioquia,PERMISO DE ESTUDIO PARA PROYECTO HIDROELECTRICO,,,
Tahamíes,Recursos naturales,TH2-2015-5,Archivado,Jurídica,Privada,Gómez Plata,PCH La Bonita,160TH-1601-12434,Por la cual se inadmite una solicitud,01/13/2016 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2008-48,Archivado,Jurídica,Privada,Ituango,,130TH-1103-8109,Por la cual se niega un permiso para el estudio de recursos naturales,03/22/2011 12:00:00 AM
Aburrá Sur,Recursos naturales,AS2-2016-2,Archivado,Jurídica,Privada,Heliconia,PERMISO DE ESTUDIO PARA EL PROYECTO PCH LA GUACA,160AS-RES1803-1166,Por la cual se otorga un permiso para el estudio de recursos naturales,03/09/2018 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 3016 - Biodiversidad para estudios ambientales,CAD2-2011-9,Archivado,Jurídica,Privada,Anorí,"CARACTERIZACIÓN, MONITOREO Y CONSERVACIÓN DE LA BIODIVERSIDAD DE LA RESERVA NATURAL DE LAS AVAES ARRIERITO ANTIOQUEÑO EN ANORÍ - ANTIOQUIA",040-1203-16739,Por la cual se otorga un permiso,03/15/2012 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2022-2,Archivado,,,Caracolí,Generación hidroeléctrica Canelones.,160ZF-RES2408-3419,Por la cual se archiva un expediente,08/12/2024 12:00:00 AM
Citará,Recursos naturales,CI2-2010-5,Archivado,Jurídica,Privada,Betulia,CENTRAL HIDROELÉCTRICA EL GUAYABO,130CI-6812,Por la cual se otorga un permiso de estudio,08/31/2010 12:00:00 AM
Citará,Recursos naturales,CI2-2023-9,Activo,Jurídica,Privada,Ciudad Bolívar,PCH MIRADOR 1,,,
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2011-15,Archivado,Natural,-No aplica-,Angelópolis,DIVERSIDAD DE MARIPOSAS EN LA RESERVA NATURAL ROMERAL,040-15827,Por la cual se otorga un permiso de estudio de investigación cientifica en diversidad biologica,07/26/2011 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 3016 - Biodiversidad para estudios ambientales,SR2-2016-26,Archivado,Jurídica,Privada,Anorí,APROVECHAMIENTO HIDROELECTRICO DEL RIO ANORI,,,
