Territorial,Expediente,Fecha resolución,Estado,Naturaleza,Clase de empresa,Municipio,Tipo Obra,Tipo Ocupación
Cartama,CA8-2015-5,08/04/2021 12:00:00 AM,Activo,Jurídica,Pública,Fredonia,Canalización Trapezoidal,Provisional
Aburrá Sur,AS8-2010-4,05/10/2011 12:00:00 AM,Archivado,Natural,-No aplica-,La Estrella,Puente,Provisional
Aburrá Norte,AN8-2006-27,08/12/2020 12:00:00 AM,Archivado,Jurídica,Pública,Girardota,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2018-3,06/10/2022 12:00:00 AM,Archivado,Jurídica,Privada,Bello,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2013-28,12/07/2016 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2005-13,08/13/2020 12:00:00 AM,Archivado,Jurídica,Pública,Girardota,Gaviones,Permanente
Secretaría Ambiental De Envigado,SAE8-2018-87,07/01/2021 12:00:00 AM,Archivado,Jurídica,Pública,Envigado,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2019-81,07/31/2020 12:00:00 AM,Archivado,Jurídica,Privada,Girardota,Otras Obras y Construcciones,Permanente
Hevéxicos,HX8-2006-1,06/10/2014 12:00:00 AM,Archivado,Natural,-No aplica-,Anzá,Gaviones,Permanente
Aburrá Norte,AN8-2023-20,06/06/2023 12:00:00 AM,Archivado,Jurídica,Pública,Copacabana,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2021-94,12/13/2021 12:00:00 AM,Archivado,Natural,-No aplica-,Girardota,Otras Obras y Construcciones,Permanente
Tahamíes,TH8-2019-17,08/26/2020 12:00:00 AM,Archivado,Jurídica,Pública,Santa Rosa De Osos,Otras Obras y Construcciones,Permanente
Hevéxicos,HX8-2017-54,07/22/2019 12:00:00 AM,Archivado,Jurídica,Privada,Anzá,Otras Obras y Construcciones,Permanente
Tahamíes,TH8-2018-95,10/23/2018 12:00:00 AM,Activo,Jurídica,Pública,Campamento,Puente,Permanente
Aburrá Norte,AN8-2015-17,10/30/2018 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2013-27,08/14/2014 12:00:00 AM,Archivado,Jurídica,Pública,Envigado,Canalización en U,Permanente
Panzenú,PZ8-2015-13,06/06/2018 12:00:00 AM,Archivado,Jurídica,Privada,Zaragoza,Puente,Provisional
Aburrá Sur,AS8-2009-25,02/22/2010 12:00:00 AM,Archivado,Jurídica,Pública,Sabaneta,Alcantarillado,Permanente
Tahamíes,TH8-2010-2,02/14/2018 12:00:00 AM,Activo,Jurídica,Privada,San José De La Montaña,Alcantarillado,Permanente
Zenufaná,ZF8-2016-9,08/31/2016 12:00:00 AM,Archivado,Jurídica,Pública,Amalfi,Otras Obras y Construcciones,Provisional
Aburrá Norte,AN8-2020-130,02/16/2022 12:00:00 AM,Activo,Jurídica,Pública,Medellín,Cobertura en Cajón,Permanente
Secretaría Ambiental De Envigado,SAE8-2015-10,01/30/2017 12:00:00 AM,Archivado,Jurídica,Privada,Envigado,Muro contención en concreto,Permanente
Aburrá Norte,AN8-2005-20,08/01/2007 12:00:00 AM,Activo,Jurídica,Privada,Medellín,Otras Obras y Construcciones,Permanente
Panzenú,PZ8-2004-3,09/02/2005 12:00:00 AM,Archivado,Jurídica,Pública,Caucasia,Espolones,Permanente
Aburrá Norte,AN8-2013-10,04/01/2014 12:00:00 AM,Archivado,Jurídica,Privada,Barbosa,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2010-2,03/03/2011 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2010-31,03/13/2023 12:00:00 AM,Activo,Jurídica,Pública,Girardota,Jarillón,Permanente
Secretaría Ambiental De Envigado,SAE8-2013-12,01/09/2014 12:00:00 AM,Archivado,Jurídica,Privada,Envigado,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2001-3,12/20/2001 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Cobertura en Cajón,Permanente
Citará,CI8-2015-5,06/23/2015 12:00:00 AM,Archivado,Jurídica,Pública,Andes,Desvio de Corriente,Provisional
Aburrá Sur,AS8-2014-19,10/29/2015 12:00:00 AM,Archivado,Jurídica,Privada,Amagá,Otras Obras y Construcciones,Permanente
Tahamíes,TH8-2017-119,06/25/2018 12:00:00 AM,Activo,Jurídica,Pública,Donmatías,Puente,Permanente
Aburrá Norte,AN8-2014-62,08/20/2015 12:00:00 AM,Archivado,Jurídica,Pública,Girardota,Puente,Permanente
Aburrá Norte,AN8-2010-49,09/03/2013 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Puente,Provisional
Tahamíes,TH8-2018-51,05/15/2020 12:00:00 AM,Activo,Jurídica,Pública,Briceño,Puente,Permanente
Aburrá Norte,AN8-2017-37,01/02/2019 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Otras Obras y Construcciones,Permanente
Secretaría Ambiental De Envigado,SAE8-2021-12,05/25/2023 12:00:00 AM,Archivado,Jurídica,Privada,Envigado,Otras Obras y Construcciones,Permanente
Hevéxicos,HX8-2013-10,08/10/2017 12:00:00 AM,Archivado,Jurídica,Privada,Santa Fé De Antioquia,Otras Obras y Construcciones,Permanente
Zenufaná,ZF8-2015-13,09/07/2015 12:00:00 AM,Archivado,Jurídica,Pública,Puerto Berrío,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2014-15,08/30/2018 12:00:00 AM,Archivado,Jurídica,Pública,Envigado,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2020-48,01/06/2021 12:00:00 AM,Archivado,Jurídica,Pública,Caldas,Muro contención en concreto,Permanente
Cartama,CA8-2013-10,12/30/2022 12:00:00 AM,Activo,Jurídica,Privada,Jericó,Muro contención en concreto,Permanente
Secretaría Ambiental De Envigado,SAE8-2022-94,05/16/2023 12:00:00 AM,Activo,,,Envigado,Otras Obras y Construcciones,Permanente
Secretaría Ambiental De Envigado,SAE8-2017-109,10/20/2022 12:00:00 AM,Archivado,Jurídica,Privada,Envigado,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2021-127,11/05/2024 12:00:00 AM,Activo,Natural,-No aplica-,Copacabana,Cobertura Abovedada,Permanente
Cartama,CA8-2012-6,12/18/2015 12:00:00 AM,Activo,Jurídica,Privada,Tarso,Cobertura en Cajón,Permanente
Aburrá Norte,AN8-2018-5,03/06/2023 12:00:00 AM,Archivado,Jurídica,Privada,Bello,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2013-35,08/13/2014 12:00:00 AM,Archivado,Jurídica,Pública,Copacabana,Otras Obras y Construcciones,Permanente
Panzenú,PZ8-2016-7,02/06/2017 12:00:00 AM,Archivado,Jurídica,Pública,Caucasia,Alcantarillado,Permanente
Cartama,CA8-2015-4,11/08/2022 12:00:00 AM,Activo,Jurídica,Privada,Jericó,Puente,Permanente
Cartama,CA8-2012-6,03/06/2017 12:00:00 AM,Activo,Jurídica,Privada,Tarso,Cobertura en Cajón,Permanente
Aburrá Sur,AS8-2016-3,08/20/2019 12:00:00 AM,Archivado,Jurídica,Pública,La Estrella,Otras Obras y Construcciones,Provisional
Panzenú,PZ8-2015-104,02/23/2022 12:00:00 AM,Archivado,Jurídica,Privada,Caucasia,Cobertura en Cajón,Permanente
Hevéxicos,HX8-2014-13,07/31/2017 12:00:00 AM,Archivado,Jurídica,Privada,Sabanalarga,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2012-34,11/30/2012 12:00:00 AM,Archivado,Jurídica,Privada,Bello,Otras Obras y Construcciones,Permanente
Citará,CI8-2020-118,11/18/2021 12:00:00 AM,Activo,Natural,-No aplica-,Ciudad Bolívar,Muro contención en concreto,Permanente
Aburrá Norte,AN8-2018-57,11/18/2022 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2010-17,04/20/2017 12:00:00 AM,Archivado,Natural,-No aplica-,Copacabana,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2010-12,11/20/2014 12:00:00 AM,Archivado,Jurídica,Privada,La Estrella,Otras Obras y Construcciones,Permanente
Hevéxicos,HX8-2021-115,12/29/2021 12:00:00 AM,Activo,Jurídica,Privada,San Jerónimo,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2011-19,06/12/2012 12:00:00 AM,Archivado,Jurídica,Privada,Itaguí,Otras Obras y Construcciones,Permanente
Zenufaná,ZF8-2007-11,02/19/2008 12:00:00 AM,Archivado,Jurídica,Privada,Yondó,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2010-6,02/24/2017 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Otras Obras y Construcciones,Permanente
Cartama,CA8-2015-5,08/04/2021 12:00:00 AM,Activo,Jurídica,Pública,Fredonia,Otras Obras y Construcciones,Permanente
Panzenú,PZ8-2015-8,03/14/2019 12:00:00 AM,Archivado,Jurídica,Privada,Zaragoza,Otras Obras y Construcciones,Provisional
Panzenú,PZ8-2016-1,03/03/2016 12:00:00 AM,Archivado,Jurídica,Privada,Tarazá,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2008-5,08/26/2010 12:00:00 AM,Archivado,Jurídica,Privada,Titiribí,Cobertura en Cajón,Permanente
Aburrá Norte,AN8-2007-36,07/11/2008 12:00:00 AM,Archivado,Jurídica,Pública,Bello,Otras Obras y Construcciones,Permanente
Hevéxicos,HX8-2022-41,10/06/2022 12:00:00 AM,Archivado,Jurídica,Privada,San Jerónimo,Muro contención en concreto,Permanente
Aburrá Norte,AN8-2011-33,02/24/2017 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Otras Obras y Construcciones,Permanente
Panzenú,PZ8-2015-5,12/29/2022 12:00:00 AM,Activo,Jurídica,Pública,Caucasia,Alcantarillado,Permanente
Zenufaná,ZF8-2018-60,11/16/2021 12:00:00 AM,Archivado,Jurídica,Privada,Yolombó,Muro contención en concreto,Permanente
Secretaría Ambiental De Envigado,SAE8-2007-13,07/26/2001 12:00:00 AM,Archivado,Jurídica,Pública,Envigado,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2015-10,05/09/2022 12:00:00 AM,Archivado,Jurídica,Privada,Caldas,Puente,Permanente
Panzenú,PZ8-2015-85,07/21/2021 12:00:00 AM,Archivado,Jurídica,Privada,Caucasia,Cobertura en Cajón,Permanente
Aburrá Norte,AN8-2015-1,06/29/2017 12:00:00 AM,Activo,Jurídica,Privada,Bello,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2008-13,04/03/2020 12:00:00 AM,Archivado,Jurídica,Privada,Sabaneta,Muro contención en concreto,Permanente
Cartama,CA8-2007-5,11/29/2011 12:00:00 AM,Activo,Jurídica,Privada,Jericó,Cobertura en Cajón,Permanente
Aburrá Norte,AN8-2006-46,07/08/2022 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Cobertura Circular,Permanente
Aburrá Sur,AS8-2002-5,08/08/2003 12:00:00 AM,Archivado,Jurídica,Pública,Envigado,Puente,Permanente
Aburrá Sur,AS8-2013-9,10/07/2022 12:00:00 AM,Archivado,Jurídica,Pública,Caldas,Canalización en U,Permanente
Aburrá Norte,AN8-2019-75,07/09/2024 12:00:00 AM,Activo,Jurídica,Pública,Medellín,Otras Obras y Construcciones,Permanente
Hevéxicos,HX8-2022-41,10/31/2022 12:00:00 AM,Archivado,Jurídica,Privada,San Jerónimo,Muro contención en concreto,Permanente
Aburrá Norte,AN8-2005-24,08/17/2006 12:00:00 AM,Activo,Jurídica,Privada,Bello,Otras Obras y Construcciones,Permanente
Tahamíes,TH8-2024-27,09/02/2024 12:00:00 AM,Activo,Jurídica,Privada,Santa Rosa De Osos,Otras Obras y Construcciones,Permanente
Panzenú,PZ8-2004-1,03/02/2004 12:00:00 AM,Archivado,Natural,-No aplica-,Nechí,Otras Obras y Construcciones,Provisional
Aburrá Sur,AS8-2015-17,06/24/2016 12:00:00 AM,Archivado,Jurídica,Privada,Caldas,Cobertura en Cajón,Permanente
Cartama,CA8-2016-5,03/06/2017 12:00:00 AM,Archivado,Jurídica,Pública,Fredonia,Gaviones,Permanente
Aburrá Sur,AS8-2020-15,08/02/2024 12:00:00 AM,Activo,Jurídica,Privada,Envigado,Otras Obras y Construcciones,Permanente
Tahamíes,TH8-2008-1,02/14/2012 12:00:00 AM,Activo,Jurídica,Privada,Gómez Plata,Puente,Permanente
Aburrá Norte,AN8-2013-2,07/29/2014 12:00:00 AM,Archivado,Natural,-No aplica-,Girardota,Otras Obras y Construcciones,Permanente
Hevéxicos,HX8-2007-1,11/30/2012 12:00:00 AM,Archivado,Natural,-No aplica-,San Jerónimo,Muro contención en concreto,Permanente
Aburrá Norte,AN8-2013-12,09/12/2016 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2010-62,12/21/2021 12:00:00 AM,Archivado,Jurídica,Privada,Girardota,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2019-56,02/28/2020 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2020-37,06/30/2020 12:00:00 AM,Archivado,Jurídica,Privada,Sabaneta,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2021-124,04/28/2025 12:00:00 AM,Activo,Jurídica,Pública,Copacabana,Otras Obras y Construcciones,Permanente
Zenufaná,ZF8-2024-21,11/28/2024 12:00:00 AM,Activo,Jurídica,Privada,Remedios,Canalización Trapezoidal,Permanente
Aburrá Norte,AN8-2009-7,11/04/2022 12:00:00 AM,Archivado,Natural,-No aplica-,Girardota,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2011-17,12/30/2015 12:00:00 AM,Archivado,Jurídica,Privada,Itaguí,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2010-57,03/05/2012 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Otras Obras y Construcciones,Permanente
Secretaría Ambiental De Envigado,SAE8-2022-34,07/12/2022 12:00:00 AM,Activo,Jurídica,Privada,Envigado,Otras Obras y Construcciones,Permanente
Tahamíes,TH8-2020-141,07/07/2021 12:00:00 AM,Activo,Natural,-No aplica-,San Pedro De Los Milagros,Cobertura en Cajón,Permanente
Hevéxicos,HX8-2011-22,06/20/2016 12:00:00 AM,Archivado,Jurídica,Pública,San Jerónimo,Otras Obras y Construcciones,Provisional
Aburrá Norte,AN8-2014-44,03/11/2015 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2025-27,05/27/2025 12:00:00 AM,Activo,Jurídica,Pública,Bello,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2013-27,08/19/2014 12:00:00 AM,Archivado,Jurídica,Privada,Barbosa,Otras Obras y Construcciones,Permanente
Hevéxicos,HX8-2010-5,08/11/2020 12:00:00 AM,Activo,Jurídica,Privada,Santa Fé De Antioquia,Canalización Trapezoidal,Permanente
Zenufaná,ZF8-2014-16,11/27/2019 12:00:00 AM,Archivado,Natural,-No aplica-,Yondó,Puente,Provisional
Cartama,CA8-2022-5,03/28/2022 12:00:00 AM,Activo,Jurídica,Privada,Valparaíso,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2004-4,02/28/2005 12:00:00 AM,Archivado,Jurídica,Pública,Girardota,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2018-101,12/26/2018 12:00:00 AM,Archivado,Jurídica,Privada,Bello,Otras Obras y Construcciones,Provisional
Aburrá Sur,AS8-2004-8,03/12/2012 12:00:00 AM,Archivado,Jurídica,Pública,Envigado,Otras Obras y Construcciones,Permanente
Zenufaná,ZF8-2012-17,12/28/2021 12:00:00 AM,Archivado,Jurídica,Privada,Yolombó,Otras Obras y Construcciones,Permanente
Zenufaná,ZF8-2014-17,11/16/2018 12:00:00 AM,Archivado,Jurídica,Privada,Yolombó,Muro contención en concreto,Permanente
Aburrá Norte,AN8-2023-54,10/13/2023 12:00:00 AM,Activo,Jurídica,Privada,Barbosa,Canalización Trapezoidal,Provisional
Citará,CI8-2017-48,07/25/2017 12:00:00 AM,Archivado,Jurídica,Privada,Concordia,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2018-11,09/28/2018 12:00:00 AM,Archivado,Jurídica,Privada,Bello,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2000-11,02/24/2021 12:00:00 AM,Archivado,Natural,-No aplica-,Medellín,Cobertura en Cajón,Permanente
Aburrá Sur,AS8-2020-108,07/06/2021 12:00:00 AM,Archivado,Jurídica,Privada,La Estrella,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2011-28,10/19/2012 12:00:00 AM,Archivado,Jurídica,Pública,Envigado,Cobertura Circular,Permanente
Zenufaná,ZF8-2011-11,04/23/2015 12:00:00 AM,Archivado,Jurídica,Privada,Yondó,Gaviones,Permanente
Aburrá Sur,AS8-2006-2,07/04/2007 12:00:00 AM,Archivado,Jurídica,Privada,Angelópolis,Canalización en U,Permanente
Hevéxicos,HX8-2014-6,12/26/2023 12:00:00 AM,Archivado,Jurídica,Privada,Sopetrán,Otras Obras y Construcciones,Permanente
Hevéxicos,HX8-2018-89,11/23/2018 12:00:00 AM,Archivado,Jurídica,Privada,Sopetrán,Otras Obras y Construcciones,Permanente
Zenufaná,ZF8-2012-10,07/31/2015 12:00:00 AM,Archivado,Jurídica,Privada,Yolombó,Alcantarillado,Permanente
Aburrá Sur,AS8-2002-5,12/14/2022 12:00:00 AM,Archivado,Jurídica,Pública,Envigado,Puente,Permanente
Aburrá Norte,AN8-2010-14,05/04/2022 12:00:00 AM,Archivado,Jurídica,Pública,Copacabana,Otras Obras y Construcciones,Permanente
Hevéxicos,HX8-2004-13,08/27/2013 12:00:00 AM,Archivado,Natural,-No aplica-,San Jerónimo,Gaviones,Provisional
Citará,CI8-2020-13,03/05/2021 12:00:00 AM,Archivado,Natural,-No aplica-,Andes,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2015-19,02/24/2021 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Puente,Permanente
Hevéxicos,HX8-2007-3,11/23/2009 12:00:00 AM,Archivado,Natural,-No aplica-,Santa Fé De Antioquia,Muro contención en concreto,Permanente
Zenufaná,ZF8-2016-7,11/28/2018 12:00:00 AM,Archivado,Jurídica,Pública,Caracolí,Alcantarillado,Permanente
Panzenú,PZ8-2003-2,01/29/2018 12:00:00 AM,Archivado,Jurídica,Pública,Zaragoza,Alcantarillado,Permanente
Secretaría Ambiental De Envigado,SAE8-2020-16,11/04/2020 12:00:00 AM,Archivado,Jurídica,Privada,Envigado,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2011-2,04/28/2011 12:00:00 AM,Archivado,Natural,-No aplica-,Medellín,Muro contención en concreto,Permanente
Aburrá Sur,AS8-2006-11,01/02/2008 12:00:00 AM,Archivado,Jurídica,Privada,Caldas,Gaviones,Permanente
Aburrá Norte,AN8-2014-44,10/11/2019 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2012-27,06/24/2021 12:00:00 AM,Archivado,Natural,-No aplica-,Barbosa,Muro contención en concreto,Permanente
Aburrá Sur,AS8-2010-19,08/23/2011 12:00:00 AM,Archivado,Jurídica,Pública,Envigado,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2007-1,09/29/2015 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2006-31,02/28/2007 12:00:00 AM,Archivado,Jurídica,Pública,Bello,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2006-14,06/01/2011 12:00:00 AM,Archivado,Jurídica,Privada,La Estrella,Canalización Trapezoidal,Permanente
Panzenú,PZ8-2025-12,04/04/2025 12:00:00 AM,Activo,Jurídica,Pública,El Bagre,Otras Obras y Construcciones,Provisional
Aburrá Sur,AS8-2008-23,12/30/2011 12:00:00 AM,Archivado,Jurídica,Privada,Titiribí,Gaviones,Permanente
Secretaría Ambiental De Envigado,SAE8-2021-18,08/06/2021 12:00:00 AM,Activo,Jurídica,Privada,Envigado,Otras Obras y Construcciones,Permanente
Hevéxicos,HX8-2003-4,03/30/2012 12:00:00 AM,Archivado,Natural,-No aplica-,Sopetrán,Espolones,Permanente
Hevéxicos,HX8-2009-1,10/23/2012 12:00:00 AM,Archivado,Natural,-No aplica-,Sopetrán,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2021-104,10/15/2021 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2023-128,07/17/2024 12:00:00 AM,Activo,Jurídica,Privada,Medellín,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2019-81,05/02/2022 12:00:00 AM,Archivado,Jurídica,Privada,Girardota,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2011-5,07/22/2022 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Otras Obras y Construcciones,Permanente
Secretaría Ambiental De Envigado,SAE8-2014-15,06/10/2015 12:00:00 AM,Activo,Jurídica,Privada,Envigado,Cobertura en Cajón,Permanente
Tahamíes,TH8-2025-3,05/26/2025 12:00:00 AM,Activo,Jurídica,Privada,Yarumal,Cobertura en Cajón,Permanente
Aburrá Sur,AS8-2005-14,04/01/2008 12:00:00 AM,Activo,Natural,-No aplica-,Caldas,Cobertura en Cajón,Permanente
Aburrá Sur,AS8-2011-4,03/28/2011 12:00:00 AM,Archivado,Jurídica,Privada,Itaguí,Otras Obras y Construcciones,Permanente
Panzenú,PZ8-2022-62,12/15/2022 12:00:00 AM,Archivado,Jurídica,Pública,Caucasia,Cobertura en Cajón,Permanente
Aburrá Norte,AN8-2021-84,12/09/2021 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Otras Obras y Construcciones,Permanente
Secretaría Ambiental De Envigado,SAE8-2013-19,03/13/2014 12:00:00 AM,Archivado,Jurídica,Privada,Envigado,Cobertura Circular,Permanente
Aburrá Norte,AN8-2023-84,11/10/2023 12:00:00 AM,Activo,Jurídica,Pública,Medellín,Canalización en U,Permanente
Zenufaná,ZF8-2011-2,11/23/2021 12:00:00 AM,Archivado,Natural,-No aplica-,Segovia,Muro contención en concreto,Permanente
Aburrá Norte,AN8-2016-17,07/30/2024 12:00:00 AM,Activo,Jurídica,Pública,Medellín,Otras Obras y Construcciones,Permanente
Hevéxicos,HX8-2021-24,05/28/2021 12:00:00 AM,Archivado,Jurídica,Privada,Sopetrán,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2010-29,11/29/2012 12:00:00 AM,Archivado,,,Medellín,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2008-12,06/10/2008 12:00:00 AM,Archivado,Jurídica,Privada,Copacabana,Otras Obras y Construcciones,Permanente
Hevéxicos,HX8-2011-2,04/23/2021 12:00:00 AM,Archivado,Jurídica,Privada,Liborina,Muro contención en concreto,Permanente
Aburrá Sur,AS8-2006-14,03/27/2017 12:00:00 AM,Archivado,Jurídica,Privada,La Estrella,Cobertura Circular,Permanente
Cartama,CA8-2012-13,10/12/2018 12:00:00 AM,Archivado,Jurídica,Privada,Fredonia,Desvio de Corriente,Provisional
Aburrá Sur,AS8-2007-8,11/30/2021 12:00:00 AM,Archivado,Jurídica,Privada,La Estrella,Muro contención en concreto,Permanente
Secretaría Ambiental De Envigado,SAE8-2007-2,09/28/2015 12:00:00 AM,Archivado,Jurídica,Privada,Envigado,Otras Obras y Construcciones,Permanente
Hevéxicos,HX8-2012-2,08/27/2013 12:00:00 AM,Archivado,Jurídica,Pública,San Jerónimo,Gaviones,Permanente
Aburrá Sur,AS8-2004-10,06/09/2014 12:00:00 AM,Archivado,Jurídica,Pública,Caldas,Otras Obras y Construcciones,Permanente
Tahamíes,TH8-2007-2,01/31/2022 12:00:00 AM,Activo,Jurídica,Privada,Santa Rosa De Osos,Alcantarillado,Permanente
Cartama,CA8-2013-8,12/30/2022 12:00:00 AM,Activo,Jurídica,Privada,Fredonia,Canalización Trapezoidal,Permanente
Aburrá Norte,AN8-2007-36,12/21/2007 12:00:00 AM,Archivado,Jurídica,Pública,Bello,Cobertura Circular,Permanente
